,names,managers,addresses,types,urls,phones,被保険者数,登記注意事項,lat,lon
252,アルク企画株式会社,宮本正則,足立区西綾瀬３丁目３１番１１号デルタ五反野１０１,建設,-,03-5681-8341,11,,35.764148,139.816971
253,株式会社アルフア,代表取締役 桐生 勇,足立区足立４丁目１３番９号,建設,-,-,10,,35.766192,139.805789
254,飯田土地建設株式会社,飯田修一,足立区谷在家１丁目３番９号,建設,-,03-5837-5215,2,,35.786648,139.771071
255,株式会社池田工芸,-,足立区関原２丁目２２番４号,サービス,-,-,3,,35.766962,139.789046
256,石井紙工株式会社,-,足立区東綾瀬３丁目９番１４号,-,-,-,,,35.770916,139.833559
257,株式会社イシカワ,石川忠,足立区一ツ家４丁目４番９号,建設,http://www.ishikawa-co.jp/,03-3885-8921,2,,35.780235,139.817408
258,株式会社いすゞ電話店,-,足立区梅島２丁目２番１０号,-,-,-,,,35.77665,139.800335
259,株式会社石塚不動産,-,足立区栗原１丁目１２番１８号,不動産、レンタル・リース,-,03-3859-5044,1,,35.780414,139.789422
260,磯部産業株式会社,-,足立区皿沼３丁目２７番１６号,-,-,-,,,35.794327,139.766861
261,株式会社伊勢政商店,-,足立区梅田５丁目２５番１７号,-,-,-,,,35.769298,139.794037
263,株式会社イトーキ,-,足立区扇１丁目５０番１２号,商社,-,-,1,,35.762366,139.774261
264,株式会社イトウ設備,-,足立区梅田７丁目９番１号,-,-,-,,,35.769553,139.800673
265,一新建設株式会社,酒井力,足立区綾瀬４丁目１７番１３号,建設,http://www.issin-k.net/,03-3850-6370,12,,35.765351,139.822318
266,株式会社一ノ関工業,一関武,足立区日ノ出町４１番１２号,建設,-,03-3888-1339,11,,35.753521,139.810519
267,市橋物産株式会社,-,足立区保木間１丁目３４番５号,-,-,-,1,,35.790538,139.806494
268,市村産業株式会社,市村智,足立区関原１丁目１番１０号,サービス,http://ichimura-ind.co.jp/,03-3840-0381,16,,35.761855,139.789455
269,株式会社一らく,-,足立区千住旭町１３番９号,-,-,-,,,35.748874,139.80716
270,株式会社イマイ,-,足立区花畑３丁目２３番４号,-,-,-,,,35.803676,139.81266
271,岩井建設株式会社,-,足立区伊興３丁目６番８号,建設,-,-,,,35.793973,139.785411
272,株式会社岩島貴金属,-,足立区西加平２丁目３番１０号,サービス,-,-,0,,35.780116,139.820017
273,株式会社岩間工務店,岩間哲也,足立区弘道２丁目２７番２号,建設,-,03-3889-7007,1,,35.768347,139.818147
274,株式会社入谷工業,-,足立区入谷５丁目１５番１１号,建設,-,-,3,,35.803842,139.762302
275,株式会社ウイングクリエイティブエージェンシー,-,足立区小台１丁目５番３−３１８号,サービス,http://www.businessprint.jp,-,1,,35.755444,139.771557
276,ＦＵＪＩＴＥ　ＴＲＡＤＩＮＧ株式会社,-,足立区江北６丁目３番３号,-,-,-,1,,35.780864,139.767539
277,ウチキ食品株式会社,打木義久,足立区中川５丁目１４番１３号,商社,http://www.e-tsukudani.com/,03-3606-0155,,,35.774962,139.849435
278,株式会社リバーサイド北千住,-,足立区千住大川町５番１０号,不動産、レンタル・リース,-,-,0,,35.757149,139.79809
279,ウッド・ベル・プランニング株式会社,-,足立区西綾瀬２丁目１１番１６号,-,-,-,,,35.763724,139.814163
280,東京パッセンジャー株式会社,笹倉茂樹,足立区保木間１丁目８番１７号,運輸・倉庫関連,http://www.tokyo-passenger.co.jp/,03-5686-6221,26,,35.790538,139.806494
281,梅島商事株式会社,-,足立区梅島１丁目１６番１８号,-,-,-,,,35.772496,139.800703
282,株式会社宇山電業社,-,足立区江北２丁目２９番３号,建設,-,03-3856-2511,0,,35.768191,139.763191
283,株式会社エイ・オー・エス,-,足立区保木間１丁目２番７−１０９号,-,-,-,,,35.790538,139.806494
284,エース株式会社,-,足立区千住１丁目４番１−１２１０号,-,-,-,,,35.747835,139.801407
286,株式会社栄大紙器,-,足立区梅田５丁目６番１４号,メーカー,-,-,2,,35.769298,139.794037
287,株式会社エコーハウス,-,足立区竹の塚５丁目１６番７号,不動産、レンタル・リース,-,03-3850-3197,2,,35.795687,139.796115
288,エクセルトレィディング株式会社,-,足立区栗原３丁目９番２号,商社,http://www.exel.co.jp/toppage.j.html,03-3889-0220,7,,35.780269,139.785368
290,エスティワイ株式会社,佐々木謙一,足立区花畑６丁目１２番４−２０４号,-,-,03-6426-2805,1,,35.805748,139.817971
291,エフ・ユーリース工業株式会社,-,足立区綾瀬２丁目３１番９号,-,-,-,,,35.759926,139.828332
292,エムトゥケイ株式会社,-,足立区鹿浜２丁目２３番７号,-,-,-,,,35.781856,139.747084
293,株式会社大石商店,-,足立区足立４丁目１４番１号,-,-,-,,,35.766192,139.805789
294,株式会社扇企画,-,足立区扇２丁目４６番８号扇企画ビル３０１,不動産、レンタル・リース,-,03-5838-7760,3,,35.763224,139.765885
295,大杉産業株式会社,-,足立区皿沼１丁目２２番９号,商社,-,-,1,,35.793395,139.762847
296,王子段ボール株式会社,渡辺直喜,足立区新田２丁目１６番３号,商社,http://www.oji-dan.jp/,03-3911-5127,17,,35.772706,139.741102
297,株式会社大澤塗装店,大澤俊彦,足立区西新井本町２丁目２１番２１号,建設,-,03-3898-3861,,,35.775826,139.772349
298,株式会社大滝,-,足立区西新井本町２丁目１２番１１号,サービス,http://www.e-ootaki.co.jp/,-,443,,35.775826,139.772349
299,株式会社大谷総本店,-,足立区千住仲町１１番１３号,商社,-,-,2,,35.744983,139.800544
301,株式会社大和田テレビ,大和田信一,足立区西新井２丁目４番６号,小売,https://www.owada-tv.com/,03-3890-2722,2,,35.784381,139.781432
302,株式会社置栖製作所,-,足立区梅島１丁目６番２０号,商社,-,03-3886-6956,0,,35.772496,139.800703
303,奥田商事株式会社,-,足立区東六月町５番２４号,商社,-,-,1,,35.787524,139.806009
304,岡野自動車興業株式会社,-,足立区入谷８丁目１２番２６号,サービス,-,-,3,,35.805268,139.755999
305,荻原建設工業株式会社,荻原好之,足立区舎人１丁目２０番６号,建設,-,03-3855-6201,3,,35.807249,139.770704
306,奥山工業株式会社,-,足立区鹿浜３丁目３１番２０号,-,-,-,,,35.781121,139.753482
307,小倉建設株式会社,小倉英樹,足立区保木間２丁目６番２０号,建設,http://www.oguken.jp/,03-3850-2222,18,,35.793455,139.806234
308,押関商事株式会社,-,足立区江北７丁目２４番８号,-,-,-,,,35.780768,139.763566
309,落合テント株式会社,彼島純,足立区東保木間２丁目３４番１０号,小売,https://ochiaitent.com/,-,7,,35.792872,139.813541
311,小野金属工業株式会社,-,足立区東伊興３丁目１４番７号,-,-,-,,,35.801544,139.791922
312,オフィスサポート株式会社,松岡博行,足立区日ノ出町２５番６号,情報・通信,http://www.officesupport.co.jp,-,2,,35.753521,139.810519
314,オリエント通商株式会社,-,足立区鹿浜４丁目１５番５号,-,-,-,,,35.781259,139.758237
316,華華貿易株式会社,-,足立区島根４丁目２７番１号,-,-,-,,,35.782985,139.79454
317,株式会社加賀煉萬,-,足立区加賀２丁目１７番５号１Ｆ,建設,-,-,2,,35.792695,139.760153
318,春日解体工業株式会社,昌本英明,足立区梅田７丁目１５番４号梅島コーポ１０１号,建設,-,03-3848-1871,,,35.769553,139.800673
319,株式会社ＫＡＺＵＮＡＲＩ,-,足立区興野２丁目１８番４号,建設,-,-,0,,35.768833,139.777366
320,一三建設株式会社,-,足立区西新井本町５丁目５番１３号,-,-,-,,,35.773892,139.783153
321,株式会社片野商店,-,足立区扇１丁目５５番９号,サービス,-,03-3897-1035,6,,35.762366,139.774261
322,金子建設工業株式会社,金子俊二,足立区東伊興２丁目２番１号,建設,http://www.ka-ne-ken.com/,03-5837-8550,35,,35.80521,139.7882
323,株式会社金杉工芸,金杉栄冶,足立区花畑３丁目２９番１４号,メーカー,https://www.kana-print.co.jp/,-,20,,35.803676,139.81266
324,株式会社カネテツ,阿部正二,足立区入谷９丁目５番１０号,商社,http://www.kane-tetsu.co.jp,03-3899-1100,9,,35.809011,139.754661
325,株式会社荷峰堂,吉弘隆,足立区鹿浜３丁目１９番１６号,建設,http://www.kaho-do.com,03-3857-5346,1,,35.781121,139.753482
326,株式会社カミムラ,-,足立区大谷田５丁目７番１１号,小売,-,-,5,,35.78373,139.839345
327,株式会社カメラのタカギ,-,足立区竹の塚１丁目４１番１号,小売,http://www.kameranotakagi.com,-,2,,35.790869,139.791713
328,株式会社川一,-,足立区舎人５丁目１３番３号,-,-,-,,,35.811593,139.767983
329,鹿島興業株式会社,-,足立区東綾瀬２丁目１番８号,-,-,-,,,35.767486,139.831897
330,株式会社川西,-,足立区千住１丁目２０番１２号,-,-,-,,,35.747835,139.801407
331,河原実業株式会社,河原勇司,足立区青井１丁目１３番１２号,小売,http://www.kawahara-jitsugyou.com/,03-3849-4411,635,,35.774083,139.812714
332,共和運送株式会社,-,足立区千住東１丁目２２番３号,運輸・倉庫関連,-,-,1,,35.745027,139.804524
333,協和機器株式会社,-,足立区花畑２丁目１５番２号,-,-,-,,,35.801817,139.817021
334,協和産業株式会社,-,足立区江北４丁目３２番１０号,商社,-,-,3,,35.773847,139.766786
335,協和ポリ株式会社,-,足立区綾瀬７丁目１３番１２号,商社,-,03-3606-1171,3,,35.773905,139.826534
336,菊電システム株式会社,菊地英夫,足立区鹿浜２丁目３２番１２号,建設,-,03-3897-8865,1,,35.781856,139.747084
337,株式会社菊吉,-,足立区千住緑町３丁目１０番１号,メーカー,http://y-kikuyoshi.co.jp,03-3870-3621,2,,35.747166,139.79246
338,株式会社北足立千銀,-,足立区入谷６丁目３番１号,商社,-,-,9,,35.799367,139.765288
339,株式会社北川製作所,-,足立区千住緑町１丁目２３番１号,メーカー,-,-,2,,35.742577,139.792502
340,株式会社機電サービス,石井日出徳,足立区入谷７丁目６番３号,商社,http://www.kdn-sv.co.jp,03-3897-1111,38,,35.799945,139.760376
341,株式会社きのした,木下勝世志,足立区千住１丁目４番１号,商社,https://puffoods.jp/,03-3881-6758,58,,35.747835,139.801407
342,株式会社木村工務店,木村敦,足立区加平３丁目６番６号,建設,http://www.kafco.info/,-,6,,35.780082,139.82902
344,共栄テクノ株式会社,中村行宏,足立区千住１丁目４番１号東京芸術センター１８Ｆ１８１０号室,建設,http://www.techno-kyoei.co.jp,03-3882-0050,7,,35.747835,139.801407
345,協設工業株式会社,-,足立区六月１丁目２６番１７号,建設,-,-,0,,35.78691,139.800232
347,株式会社恭祐,-,足立区花畑３丁目５番３−１０４号,メーカー,-,-,3,,35.803676,139.81266
348,株式会社キャッスル,-,足立区保木間２丁目２６番８号,-,-,-,0,,35.793455,139.806234
349,株式会社ギャラリー工藤,-,足立区大谷田１丁目３６番１−４１２号,建設,-,-,,,35.77854,139.846903
350,桐生レミコン株式会社,-,足立区綾瀬３丁目３番１０号,その他,-,03-3628-7221,15,,35.764004,139.826444
351,株式会社國貞,鈴木進吾,足立区六木４丁目５番２９号,商社,https://www.kuni-sada.co.jp/,03-3629-7111,79,,35.795981,139.838221
353,株式会社クマガイ,-,足立区千住東２丁目２０番１１号,商社,-,03-3881-1758,4,,35.745471,139.808241
354,株式会社隈田組,隈田英司,足立区南花畑４丁目２５番７号ドエル・マルクマ２０２,建設,-,03-3885-3345,41,,35.796992,139.819152
355,株式会社クルーディー,-,足立区梅島２丁目１７番２−２０２号,-,-,-,1,,35.77665,139.800335
356,株式会社グループエイトワン,-,足立区鹿浜５丁目２１番１５号,運輸・倉庫関連,-,-,,,35.785595,139.754383
357,グリーンフラスコ株式会社,-,足立区千住河原町１１番５号林方,商社,http://www.greenflask.com,-,1,,35.743103,139.798787
358,株式会社倉澤硝子店,-,足立区西新井７丁目８番８号,商社,-,-,1,,35.780571,139.771587
359,株式会社ケー・アンド・エスコーワ,-,足立区堀之内２丁目１２番１１号,メーカー,-,-,5,,35.775663,139.758039
360,株式会社ケアフレンド,門脇宣世,足立区梅島１丁目１３番１７号,医療・福祉,http://www.carefriend.co.jp/,-,65,,35.772496,139.800703
361,高栄建設株式会社,-,足立区六町３丁目５番５号,-,-,-,,,35.785898,139.818488
363,光生商事株式会社,-,足立区西竹の塚２丁目４番２１号,-,-,-,,,35.796069,139.789875
364,株式会社アオイ,武井純一,足立区一ツ家４丁目４番１４号,商社,https://aoi-pharmacy.com/,03-3858-3811,13,,35.780235,139.817408
365,河野ブレーキ工業株式会社,-,足立区佐野２丁目２５番９号,商社,-,-,15,,35.787565,139.838744
366,荒北運送株式会社,-,足立区舎人５丁目２２番２１号,運輸・倉庫関連,-,-,1,,35.811593,139.767983
367,弘和印刷株式会社,瀬田章弘,足立区本木南町１５番１７号,メーカー,http://www.kowax.jp/,03-3880-6446,17,,35.760899,139.781737
368,紅陵通信工業株式会社,-,足立区島根１丁目５番２１号,-,-,-,,,35.77926,139.799926
369,国際機工株式会社,-,足立区綾瀬６丁目１７番７号,商社,-,-,,,35.77093,139.826063
370,小勝工務店株式会社,小勝伸太郎,足立区西竹の塚２丁目３番１５号,建設,-,03-3899-1075,5,,35.796069,139.789875
371,株式会社紺蔵設計,石鍋元章,足立区六月２丁目１２番２号,サービス,http://www.concra.co.jp/sekkei_top.htm,03-3850-7121,5,,35.786418,139.795161
372,株式会社コスモウエイブ,-,足立区千住２丁目６５番地,-,-,-,,,35.74958,139.801967
373,株式会社コスモメディカル,富井武敏,足立区扇１丁目２４番１６号,商社,http://www.cosmo-medical.co.jp/,03-3890-8211,27,,35.762366,139.774261
374,株式会社後藤造園,代表取締役 後藤 誉夫,足立区栗原２丁目１４番７号,建設,-,03-3885-9719,16,,35.783516,139.789158
376,株式会社寿,-,足立区平野１丁目１７番２５号,メーカー,-,-,,,35.779852,139.805621
377,寿総業株式会社,-,足立区中央本町３丁目１１番１８号,-,-,-,,,35.772271,139.808058
378,小沼電機株式会社,-,足立区東和４丁目１８番１２号,建設,-,03-3629-4440,3,,35.773291,139.841935
380,株式会社小早川運輸,小早川貞一郎,足立区花畑８丁目７番１０号,サービス,http://www.kohayakawa.co.jp/,03-3884-1546,63,,35.811659,139.822854
381,小林電設株式会社,小林清見,足立区興野１丁目１番１２号,建設,-,03-3889-7807,3,,35.769563,139.782365
382,小宮山油圧工業株式会社,-,足立区梅島３丁目７番８号,商社,http://www.komiyama-yuatsu.co.jp,03-3848-3631,3,,35.775806,139.794888
383,こやま建設株式会社,-,足立区入谷３丁目２番１号,-,-,-,,,35.81061,139.76091
384,サンワミー株式会社,-,足立区扇１丁目１６番７号,-,-,-,,,35.762366,139.774261
